date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:49:24	57333/57333	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Feb%202020%2023:05:48%20GMT	https://kiculagbe.com/wp-content/themes/bshop/assets/fontawesome.min.css?ver=5.12.1	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/themes/bshop/assets/fontawesome.mindc88.css	(from https://kiculagbe.com/)
21:49:25	1776/1776	---M-Z	200	added ('OK')	text/css	date:Thu,%2024%20Dec%202020%2005:30:07%20GMT	https://kiculagbe.com/wp-content/themes/bshop/assets/css/slick.css?ver=5.0.0	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/themes/bshop/assets/css/slickbb93.css	(from https://kiculagbe.com/)
21:49:25	3145/3145	---M-Z	200	added ('OK')	text/css	date:Tue,%2003%20Oct%202017%2008:49:28%20GMT	https://kiculagbe.com/wp-content/themes/bshop/assets/css/slick-theme.css?ver=4.3.1	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/themes/bshop/assets/css/slick-theme5b31.css	(from https://kiculagbe.com/)
21:49:25	3351/3351	---M-Z	200	added ('OK')	text/css	date:Fri,%2020%20Apr%202018%2004:22:10%20GMT	https://kiculagbe.com/wp-content/themes/bshop/assets/css/owl.carousel.min.css?ver=2.3.4	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/themes/bshop/assets/css/owl.carousel.min531b.css	(from https://kiculagbe.com/)
21:49:25	1013/1013	---M-Z	200	added ('OK')	text/css	date:Fri,%2020%20Apr%202018%2004:22:10%20GMT	https://kiculagbe.com/wp-content/themes/bshop/assets/css/owl.theme.default.min.css?ver=2.3.4	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/themes/bshop/assets/css/owl.theme.default.min531b.css	(from https://kiculagbe.com/)
21:49:26	18018/18018	---M-Z	200	added ('OK')	text/css	date:Sun,%2014%20Feb%202021%2017:46:16%20GMT	https://kiculagbe.com/wp-content/themes/bshop/assets/css/woocommerce.css?ver=1.1.0	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/themes/bshop/assets/css/woocommercef488.css	(from https://kiculagbe.com/)
21:49:26	11693/11693	---M-Z	200	added ('OK')	text/css	date:Wed,%2016%20Dec%202020%2017:14:50%20GMT	https://kiculagbe.com/wp-content/themes/bshop/assets/css/responsive.css?ver=1.1.0	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/themes/bshop/assets/css/responsivef488.css	(from https://kiculagbe.com/)
21:49:26	17232/17232	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20May%202021%2005:38:34%20GMT	https://kiculagbe.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.11.0	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min21f9.css	(from https://kiculagbe.com/)
21:49:28	18468/18468	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20May%202021%2005:38:35%20GMT	https://kiculagbe.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.2.3	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/plugins/elementor/assets/lib/animations/animations.mine5ca.css	(from https://kiculagbe.com/)
21:49:28	3854/3854	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20May%202021%2005:38:33%20GMT	https://kiculagbe.com/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.2.3	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/plugins/elementor/assets/css/frontend-legacy.mine5ca.css	(from https://kiculagbe.com/)
21:49:29	117828/117828	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20May%202021%2005:38:33%20GMT	https://kiculagbe.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.2.3	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/plugins/elementor/assets/css/frontend.mine5ca.css	(from https://kiculagbe.com/)
21:49:30	1077/1077	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20May%202021%2006:19:10%20GMT	https://kiculagbe.com/wp-content/uploads/elementor/css/post-68.css?ver=1620195550	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/uploads/elementor/css/post-68dec5.css	(from https://kiculagbe.com/)
21:49:31	26702/26702	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20May%202021%2005:38:34%20GMT	https://kiculagbe.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.2.3	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.mine5ca.css	(from https://kiculagbe.com/)
21:49:31	9146/9146	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20May%202021%2006:19:11%20GMT	https://kiculagbe.com/wp-content/uploads/elementor/css/global.css?ver=1620195551	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/uploads/elementor/css/global3062.css	(from https://kiculagbe.com/)
21:49:31	2064/2064	---M-Z	200	added ('OK')	text/css	date:Wed,%2026%20May%202021%2008:39:11%20GMT	https://kiculagbe.com/wp-content/uploads/elementor/css/post-17.css?ver=1622018351	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/uploads/elementor/css/post-178c68.css	(from https://kiculagbe.com/)
21:49:32	57912/57912	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20May%202021%2005:38:34%20GMT	https://kiculagbe.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.1	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min9e0b.css	(from https://kiculagbe.com/)
21:49:32	59344/59344	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20May%202021%2005:38:34%20GMT	https://kiculagbe.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.2.3	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.mine5ca.css	(from https://kiculagbe.com/)
21:49:33	669/669	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20May%202021%2005:38:34%20GMT	https://kiculagbe.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.1	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min9e0b.css	(from https://kiculagbe.com/)
21:49:35	11224/11224	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Nov%202020%2014:31:14%20GMT	https://kiculagbe.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://kiculagbe.com/)
21:49:35	9478/9478	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2003%20May%202021%2008:30:31%20GMT	https://kiculagbe.com/wp-content/plugins/woo-discount-rules/v2/Assets/Js/site_main.js?ver=2.3.7	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/plugins/woo-discount-rules/v2/Assets/Js/site_mainc0b8.js	(from https://kiculagbe.com/)
21:49:35	3053/3053	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2003%20May%202021%2008:30:31%20GMT	https://kiculagbe.com/wp-content/plugins/woo-discount-rules/v2/Assets/Js/awdr-dynamic-price.js?ver=2.3.7	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/plugins/woo-discount-rules/v2/Assets/Js/awdr-dynamic-pricec0b8.js	(from https://kiculagbe.com/)
21:49:35	15055/15055	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2005%20May%202021%2005:38:34%20GMT	https://kiculagbe.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.2.3	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.mine5ca.js	(from https://kiculagbe.com/)
21:49:36	89521/89521	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2020%20Jul%202021%2023:06:45%20GMT	https://kiculagbe.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://kiculagbe.com/)
21:49:38	191420/191420	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2005%20May%202021%2005:38:34%20GMT	https://kiculagbe.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.10.0	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons0b93.eot	(from https://kiculagbe.com/)
21:49:46	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Thu,%2012%20Dec%202013%2000:49:12%20GMT	https://kiculagbe.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-includes/wlwmanifest.xml	(from https://kiculagbe.com/)
21:49:47	195798/195798	---MCZ	200	added ('OK')	application/json	date:Wed,%2011%20Aug%202021%2015:49:45%20GMT	https://kiculagbe.com/wp-json/wp/v2/pages/17	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-json/wp/v2/pages/17.json	(from https://kiculagbe.com/)
21:49:53	908803/908803	---MCZ	200	added ('OK')	application/json	date:Wed,%2011%20Aug%202021%2015:49:43%20GMT	https://kiculagbe.com/wp-json/	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-json/index.html	(from https://kiculagbe.com/)
21:49:54	2475/2475	---M-Z	200	added ('OK')	application/json	date:Wed,%2011%20Aug%202021%2015:49:53%20GMT	https://kiculagbe.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkiculagbe.com%2F	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-json/oembed/1.0/embed32a2.json	(from https://kiculagbe.com/)
21:50:07	2635/2635	---M-Z	200	added ('OK')	text/xml	date:Wed,%2011%20Aug%202021%2015:50:07%20GMT	https://kiculagbe.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkiculagbe.com%2F&format=xml	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-json/oembed/1.0/embedaefc	(from https://kiculagbe.com/)
21:50:07	100785/100785	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2011%20Aug%202021%2015:50:07%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/kichukinbo/connect.facebook.net/en_US/fbevents.js	(from https://kiculagbe.com/)
21:50:08	3489/3489	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Jan%202021%2014:24:02%20GMT	https://kiculagbe.com/wp-content/uploads/2021/01/logo-k-100x100.jpg	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/uploads/2021/01/logo-k-100x100.jpg	(from https://kiculagbe.com/)
21:50:10	32655/32655	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Jan%202021%2014:24:02%20GMT	https://kiculagbe.com/wp-content/uploads/2021/01/logo-k.jpg	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/uploads/2021/01/logo-k.jpg	(from https://kiculagbe.com/)
21:50:11	22462/22462	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Jan%202021%2014:23:44%20GMT	https://kiculagbe.com/wp-content/uploads/2021/01/cropped-logo-last.jpg	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/uploads/2021/01/cropped-logo-last.jpg	(from https://kiculagbe.com/)
21:50:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2011%20Aug%202021%2015:50:28%20GMT	https://kiculagbe.com/order-tracking	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/order-tracking.36.delayed	(from https://kiculagbe.com/)
21:50:30	61652/61652	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2015:50:28%20GMT	https://kiculagbe.com/about-us/	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/about-us/index.html	(from https://kiculagbe.com/)
21:50:33	6999/6999	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Dec%202020%2010:41:58%20GMT	https://kiculagbe.com/wp-content/themes/bshop/assets/img/Track-Order-48X48.png	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/themes/bshop/assets/img/Track-Order-48X48.png	(from https://kiculagbe.com/)
21:50:33	67399/67399	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2015:50:30%20GMT	https://kiculagbe.com/term-and-conditions/	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/term-and-conditions/index.html	(from https://kiculagbe.com/)
21:50:35	8187/8187	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Dec%202020%2010:41:44%20GMT	https://kiculagbe.com/wp-content/themes/bshop/assets/img/sign-in.png	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/themes/bshop/assets/img/sign-in.png	(from https://kiculagbe.com/)
21:50:35	61387/61387	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2015:50:31%20GMT	https://kiculagbe.com/contact-us/	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/contact-us/index.html	(from https://kiculagbe.com/)
21:50:35	942/942	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Dec%202020%2018:35:44%20GMT	https://kiculagbe.com/wp-content/themes/bshop/assets/img/cart.png	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/themes/bshop/assets/img/cart.png	(from https://kiculagbe.com/)
21:50:36	415/415	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2016:22:34%20GMT	https://kiculagbe.com/wp-content/uploads/2020/12/Home-48X48-24x24.png	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/uploads/2020/12/Home-48X48-24x24.png	(from https://kiculagbe.com/)
21:50:36	889/889	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2016:23:12%20GMT	https://kiculagbe.com/wp-content/uploads/2020/12/Track-Order-48X48-24x24.png	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/uploads/2020/12/Track-Order-48X48-24x24.png	(from https://kiculagbe.com/)
21:50:37	362/362	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2016:23:36%20GMT	https://kiculagbe.com/wp-content/uploads/2020/12/Categories-48X48-24x24.png	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/uploads/2020/12/Categories-48X48-24x24.png	(from https://kiculagbe.com/)
21:50:37	300/300	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2016:23:54%20GMT	https://kiculagbe.com/wp-content/uploads/2020/12/Authors-48X48-24x24.png	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/uploads/2020/12/Authors-48X48-24x24.png	(from https://kiculagbe.com/)
21:50:48	61366/61366	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2015:50:46%20GMT	https://kiculagbe.com/order-tracking/	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/order-tracking/index.html	(from https://kiculagbe.com/)
21:50:48	386/386	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2016:25:02%20GMT	https://kiculagbe.com/wp-content/uploads/2020/12/Publishers-48X48-24x24.png	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/uploads/2020/12/Publishers-48X48-24x24.png	(from https://kiculagbe.com/)
21:50:49	522/522	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2016:24:22%20GMT	https://kiculagbe.com/wp-content/uploads/2020/12/About-us-48X48-24x24.png	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/uploads/2020/12/About-us-48X48-24x24.png	(from https://kiculagbe.com/)
21:50:50	482/482	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2016:24:40%20GMT	https://kiculagbe.com/wp-content/uploads/2020/12/Contact-us-48X48-24x24.png	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/uploads/2020/12/Contact-us-48X48-24x24.png	(from https://kiculagbe.com/)
21:50:51	768/768	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2016:25:02%20GMT	https://kiculagbe.com/wp-content/uploads/2020/12/Publishers-48X48-36x36.png	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/uploads/2020/12/Publishers-48X48-36x36.png	(from https://kiculagbe.com/)
21:50:56	113414/113414	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2015:50:54%20GMT	https://kiculagbe.com/cart/	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/cart/index.html	(from https://kiculagbe.com/)
21:50:57	87606/87606	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2015:50:55%20GMT	https://kiculagbe.com/my-account/	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/my-account/index.html	(from https://kiculagbe.com/)
21:51:33	219167/219167	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2005:43:40%20GMT	https://kiculagbe.com/wp-content/uploads/2021/04/25-charer-ad-boimela-scaled.jpg	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/uploads/2021/04/25-charer-ad-boimela-scaled.jpg	(from https://kiculagbe.com/)
21:51:35	210343/210343	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Apr%202021%2005:50:54%20GMT	https://kiculagbe.com/wp-content/uploads/2021/04/12-scaled.jpg	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/uploads/2021/04/12-scaled.jpg	(from https://kiculagbe.com/)
21:52:02	74565/74565	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2015:51:58%20GMT	https://kiculagbe.com/writers/	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/writers/index.html	(from https://kiculagbe.com/)
21:52:06	67198/67198	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2015:52:05%20GMT	https://kiculagbe.com/product-category/book/academic-books/	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/product-category/book/academic-books/index.html	(from https://kiculagbe.com/)
21:52:08	22812/22812	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Apr%202021%2018:16:48%20GMT	https://kiculagbe.com/wp-content/uploads/2021/04/Nobi-Jiboner-Golpo.jpg	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/uploads/2021/04/Nobi-Jiboner-Golpo.jpg	(from https://kiculagbe.com/)
21:52:17	162137/162137	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20May%202021%2006:48:40%20GMT	https://kiculagbe.com/wp-content/uploads/2021/05/5-scaled.jpg	C:/My%20Web%20Sites/kichukinbo/kiculagbe.com/wp-content/uploads/2021/05/5-scaled.jpg	(from https://kiculagbe.com/)
